"","author","paper_title","publication_year","aim_study","data_availability","study_design","risk_1","risk_2","risk_3","risk_4","risk_5","measured_1","measured_2","measured_3","measured_4","measured_5","units_assessed_1","units_assessed_2","units_assessed_3","units_assessed_4","units_assessed_5","how_computed_1","how_computed_2","how_computed_3","how_computed_4","how_computed_5","times_measured_1","times_measured_2","times_measured_3","times_measured_4","times_measured_5","study_1","study_2","study_3","study_4","study_5","intervention_1","intervention_2","intervention_3","intervention_4","intervention_5","intervention_times_1","intervention_times_2","intervention_times_3","intervention_times_4","intervention_times_5","exposure_1","exposure_2","exposure_3","exposure_4","exposure_5","exposure_times_1","exposure_times_2","exposure_times_3","exposure_times_4","exposure_times_5","domain","temporal_analysis_1","temporal_analysis_2","temporal_analysis_3","temporal_analysis_4","temporal_analysis_5","how_analyzed_1","how_analyzed_2","how_analyzed_3","how_analyzed_4","how_analyzed_5","test-retest_result_1","test-retest_result_2","test-retest_result_3","test-retest_result_4","test-retest_result_5","temporal_trend_result_1","temporal_trend_result_2","temporal_trend_result_3","temporal_trend_result_4","temporal_trend_result_5","mean_difference_result_1","mean_difference_result_2","mean_difference_result_3","mean_difference_result_4","mean_difference_result_5","comparison_significant_1","comparison_significant_2","comparison_significant_3","comparison_significant_4","comparison_significant_5","test-retest_interval_1","test-retest_interval_2","test-retest_interval_3","test-retest_interval_4","test-retest_interval_5","temporal_trend_interval_1","temporal_trend_interval_2","temporal_trend_interval_3","temporal_trend_interval_4","temporal_trend_interval_5","mean_difference_interval_1","mean_difference_interval_2","mean_difference_interval_3","mean_difference_interval_4","mean_difference_interval_5","type_participants_1","type_participants_2","type_participants_3","type_participants_4","type_participants_5","characteristics_sample_1","characteristics_sample_2","characteristics_sample_3","characteristics_sample_4","characteristics_sample_5","age_category_1","age_category_2","age_category_3","age_category_4","age_category_5","country_1","country_2","country_3","country_4","country_5","sample_size_1","sample_size_2","sample_size_3","sample_size_4","sample_size_5","prop_female_1","prop_female_2","prop_female_3","prop_female_4","prop_female_5","mean_age_1","mean_age_2","mean_age_3","mean_age_4","mean_age_5","SD_age_1","SD_age_2","SD_age_3","SD_age_4","SD_age_5","lowest_age_1","lowest_age_2","lowest_age_3","lowest_age_4","lowest_age_5","highest_age_1","highest_age_2","highest_age_3","highest_age_4","highest_age_5"
"201","Kaufman","Factor Structure and Stability of Smoking-Related Health Beliefs in the National Lung Screening Trial",2016,"the purpose of the current study is to examine the reliability and factor structure of a measure assessing smoking-related health cognitions and emotions in a national sample of current and former heavy smokers in the national lung screening trial.",NA,"longitudinal","risk","worry","risk","risk","worry","scale","scale","scale","scale","scale",NA,NA,NA,NA,NA,"former smokers, overall risk. 

the sub-study risk perception questionnaire captured individuals’ 
perceptions of absolute and comparative risk first of lung cancer and then of other smoking-related 
diseases (srds). risk perceptions were assessed with 10 items.","former smokers, worry
worry about lung cancer and other smoking-related 
diseases (srds) was assessed with 4 items about intensity and frequency of worry.","current smokers, absolute risk

absolute risk perception was assessed with four 
items.","current smokers, comparative risk

comparative risk perception was assessed with six items. comparative risk perceptions can differ based on the nature of the comparison group; thus the questionnaire assessed comparative 
risk using three different referent groups; participants were asked 
if they were in danger of developing lung cancer and other srds 
compared to (1) the average person, (2) others of the same age and sex, and (3) other former/current smokers.","current smokers, worry
worry about lung cancer and other smoking-related 
diseases (srds) was assessed with four items about intensity and frequency of worry.","2",2,2,2,2,"single","single","single","single","single",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cigarettes","yes","yes","yes","yes","yes","correlation","correlation","correlation","correlation","correlation","r= 0.68","r=0.50","r=0.49","r=0.56","r=0.30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12 months","12 months","12 months","12 months","12 months",NA,NA,NA,NA,NA,"12 months",NA,NA,NA,NA,"laypeople","laypeople","laypeople","laypeople","laypeople","former smokers","former smokers","current smokers","current smokers","current smokers","adults","adults","adults","adults","adults","united states of america","united states of america","united states of america","united states of america","united states of america",211,211,199,199,199,0.37,0.37,0.51,0.51,0.51,"61.8",61.8,60.3,60.3,60.3,5.3,5.3,4.5,4.5,4.5,55,NA,NA,NA,NA,74,NA,NA,NA,NA
"202","West","COVID-19 Vaccine Hesitancy among Temporary Foreign Workers from Bangladesh",2021,"to understand variations in vaccine hesitancy among individuals in a single migrant source population across different destinations.",NA,"longitudinal","risk",NA,NA,NA,NA,"scale",NA,NA,NA,NA,NA,NA,NA,NA,NA,"5 items
questionnaire included questions on covid-19 risk perception",NA,NA,NA,NA,"5",NA,NA,NA,NA,"single",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"covid-19",NA,NA,NA,NA,NA,NA,NA,NA,NA,"health catastrophe; other: covid-19, vaccination","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203","Feng","Development and psychometric testing of a questionnaire to assess Nurse’s perception of risks during enteral nutrition",2021,"the purpose of this study was to develop and psychometrically test the questionnaire, a new instrument to measure risk perception of en among nurses, for addressing three questions: (1) what are the psychometric properties of the questionnaire; (2) what are the factors of the questionnaire; (3) if the questionnaire can reliably and effectively measure the en risk perception among chinese nurses.",NA,NA,"risk",NA,NA,NA,NA,"scale",NA,NA,NA,NA,"6-point likert scale (risk occurrence)
5-point likert scale (severity)",NA,NA,NA,NA,"risk perception= probability of risk occurrence and the severity of the
consequence of the risk
37 items",NA,NA,NA,NA,"2",NA,NA,NA,NA,"single",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"health; other: questionnaire","yes",NA,NA,NA,NA,"test-retest",NA,NA,NA,NA,"r=0.815",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"experts",NA,NA,NA,NA,"nurses",NA,NA,NA,NA,"adults",NA,NA,NA,NA,"china",NA,NA,NA,NA,34,NA,NA,NA,NA,0.946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204","Murakami","Analysis of direction of association between radiation risk perception and relocation using a random-intercept and cross lagged panel model: The Fukushima Health Management Survey",2020,"in this study, we used a random-intercept and cross lagged panel model (ri-clpm) to investigate the association and its direction between radiation risk perception and the prefectural-level relocation (i.e., inside/outside of fukushima prefecture)",NA,"serial-cross sectional","risk",NA,NA,NA,NA,"scale",NA,NA,NA,NA,"4-point likert scale",NA,NA,NA,NA,"2 items
(1) ‘what do you think is the likelihood of damage to your health (e.g. cancer onset) in later life as a result of your current level of radiation exposure?’ 
(delayed effect); (2) ‘what do you think is the likelihood that the health 
of your future (i.e. as-yet unborn) children and grandchildren will be 
affected as a result of your current level of radiation exposure?’ (genetic 
effect). there were four ways for the participants to respond: 1 = very unlikely, 2 = unlikely, 3 = likely, or 4 = very likely.",NA,NA,NA,NA,"5",NA,NA,NA,NA,"single",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nuclear power accidents","yes",NA,NA,NA,NA,"temporal trend",NA,NA,NA,NA,NA,NA,NA,NA,NA,"significant",NA,NA,NA,NA,NA,NA,NA,NA,NA,"among all participants, the radiation risk perception (genetic effect) 
was 2.80 (95% confidence interval (ci): 2.79–2.81) in 2011fy and 
gradually reduced to 2.25 (2.24–2.26) in 2015fy",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3 years",NA,NA,NA,NA,NA,NA,NA,NA,NA,"laypeople",NA,NA,NA,NA,NA,NA,NA,NA,NA,"adults",NA,NA,NA,NA,"japan",NA,NA,NA,NA,90567,NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205","Hopko","Assessing Worry in Older Adults: Confirmatory Factor Analysis of the Penn State Worry Questionnaire and Psychometric Properties of an Abbreviated Model",2003,"addressing equivocal factor analytic data on the penn state worry questionnaire (pswq) among younger adults, the authors conducted confirmatory factor analyses to evaluate the generalizability of previous models to older adults with generalized anxiety disorder.",NA,"longitudinal","worry",NA,NA,NA,NA,"scale",NA,NA,NA,NA,NA,NA,NA,NA,NA,"16 items
35 items",NA,NA,NA,NA,"2",NA,NA,NA,NA,"single",NA,NA,NA,NA,"cbt treatment",NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"health; other: questionnaire validation","yes",NA,NA,NA,NA,"test-retest",NA,NA,NA,NA,"r= 0.63",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2 weeks",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"laypeople",NA,NA,NA,NA,"older adults with gad",NA,NA,NA,NA,"older adults",NA,NA,NA,NA,NA,NA,NA,NA,NA,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66.2",NA,NA,NA,NA,5.2,NA,NA,NA,NA,60,NA,NA,NA,NA,80,NA,NA,NA,NA
"206","Savadori","Risk perceptions and COVID-19 protective behaviors: A two-wave longitudinal study of epidemic and post epidemic periods",2022,"we investigated how perceived risk and protective behaviors changed as the coronavirus epidemic progressed.","osf.io/pa573","longitudinal","risk",NA,NA,NA,NA,"scale",NA,NA,NA,NA,NA,NA,NA,NA,NA,"7 items. 
the affective component of risk perception, risk as feelings, was measured using seven items adapted from previous research.  the analytical component, risk analysis, was measured using three items asking the perceived likeli­hood of becoming infected with coronavirus",NA,NA,NA,NA,"2",NA,NA,NA,NA,"single",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"covid-19",NA,NA,NA,NA,NA,NA,NA,NA,NA,"health catastrophe","yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"significant",NA,NA,NA,NA,"t1-t2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4 months",NA,NA,NA,NA,"laypeople",NA,NA,NA,NA,NA,NA,NA,NA,NA,"adults",NA,NA,NA,NA,"italy",NA,NA,NA,NA,538,NA,NA,NA,NA,0.46,NA,NA,NA,NA,"26",NA,NA,NA,NA,6.4,NA,NA,NA,NA,18,NA,NA,NA,NA,45,NA,NA,NA,NA
"207","Li","Does Risk Perception Motivate Preventive Behavior During a Pandemic? A Longitudinal Study in the United States and China",2022,"we examined the link between risk perception and preventive behavior in the context of the covid-19 pandemic","https://osf.io/2phyv, amazon mechanical turk","longitudinal","risk",NA,NA,NA,NA,"scale",NA,NA,NA,NA,"7-point likert scale",NA,NA,NA,NA,"9 items.
unknown risk: average of four of nine dimensions (1–7 scale).
dread risk: average of five of nine dimensions (1–7 scale).
perceived susceptibility: nine probabilistic categories",NA,NA,NA,NA,"4",NA,NA,NA,NA,"single",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"covid-19",NA,NA,NA,NA,NA,NA,NA,NA,NA,"health catastrophe; other: preventive health behavior during pandemic","yes",NA,NA,NA,NA,"temporal trend",NA,NA,NA,NA,NA,NA,NA,NA,NA,"significant",NA,NA,NA,NA,NA,NA,NA,NA,NA,"from wave 1 to wave 4 (onset to contained risk), chinese participants’ engagement in each
behavior generally decreased, with the exception of a small
increase in willingness to wear masks from wave 3 to wave 4. u.s.participants’
engagement in all four behaviors increased from wave 1 to wave 2 (prepandemic to onset), when covid-19 began
spreading widely in the united states; however, except for the willingness to wear masks, engagement in preventive
behaviors declined from wave 2 to wave 4 (onset to ongoing risk), when infections were increasing drastically in the united states",NA,NA,NA,NA,NA,NA,NA,NA,NA,"105 days",NA,NA,NA,NA,"3 months",NA,NA,NA,NA,"laypeople",NA,NA,NA,NA,NA,NA,NA,NA,NA,"adults",NA,NA,NA,NA,"usa, china",NA,NA,NA,NA,901,NA,NA,NA,NA,0.48,NA,NA,NA,NA,"37.6",NA,NA,NA,NA,11.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208","Qin","Explaining changes in perceived wildfire risk related to the mountain pine beetle outbreak in north central Colorado",2021,"the present study draws on the initial and follow-up survey data to examine how wildfire risk perception changes with the beetle disturbance over time and ex­plores key influencing factors for these changes.",NA,"longitudinal","risk","risk",NA,NA,NA,"scale","scale",NA,NA,NA,"5-point likert scale","5-point likert scale",NA,NA,NA,"11 items. 
forest risk perception: we asked re­spondents how concerned they were about a series of forest risks for their communities as a result of the beetle outbreak and changes in forest 
health, such as forest fire, falling trees, decline in wildlife habitat, loss of 
forests as an economic resource, loss of scenic/aesthetic quality, and impact on property values.","wildfire risk perception: change in perceived likelihood of a wildfire, change in perceived 
severity of possible wildfire damage, and change in general concern about 
wildfire hazard during the past years",NA,NA,NA,"2",2,NA,NA,NA,"single","single",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"natural catastrophe; other: forest and wildfires","yes","yes",NA,NA,NA,"temporal trend","temporal trend",NA,NA,NA,NA,NA,NA,NA,NA,"significant","significant",NA,NA,NA,NA,NA,NA,NA,NA,"the comparisons based on the full and panel data 
both showed that although perceptions of nearly all of the beetle-related 
forest risks lessened over the study period, there was no significant 
change in the concern about forest fire.9 survey respondents in 2018 
indicated even higher levels of falling tree risk than those from 2007.","a majority of the whole sample indicated increased or 
strongly increased levels of perceived likelihood of a wildfire and 
perceived severity of possible wildfire damage (61.1% and 57.0%, 
respectively), while over a third of the respondents (34.2% and 39.2%, 
respectively) answered that their perceptions of such risks stayed un­
changed",NA,NA,NA,NA,NA,NA,NA,NA,"10 years","10 years",NA,NA,NA,NA,NA,NA,NA,NA,"laypeople","laypeople",NA,NA,NA,"several data sets, study 2007, study 2018, and panel data","several data sets, study 2007, study 2018, and panel data",NA,NA,NA,"adults","adults",NA,NA,NA,"usa","usa",NA,NA,NA,1130,1130,NA,NA,NA,0.46,0.46,NA,NA,NA,"59.7",59.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209","Man","Quantification of risk perception: Development and validation of the construction worker risk perception (CoWoRP) scale",2019,"this study aims to fill this need by developing a psychometrically sound
instrument – the construction worker risk perception (coworp) scale – to assess the risk perception of
construction workers.",NA,"longitudinal","risk",NA,NA,NA,NA,"scale",NA,NA,NA,NA,"11-point likert scale",NA,NA,NA,NA,"36 items
36 risky scenarios for risk perception constructs: probability, severity, worry, unsafe",NA,NA,NA,NA,"2",NA,NA,NA,NA,"single",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other: questionnaire validation","yes",NA,NA,NA,NA,"test-retest",NA,NA,NA,NA,"icc= 0.705-0.877",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4 weeks",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"laypeople",NA,NA,NA,NA,"construction workers",NA,NA,NA,NA,"adults",NA,NA,NA,NA,"hong kong",NA,NA,NA,NA,469,NA,NA,NA,NA,0.0597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","Walthouwer","Eating in moderation and the essential role of awareness. A Dutch
longitudinal study identifying psychosocial predictors",2015,"the purpose of this study was to examine which psychosocial factors derived from the i-change model (icm) were associated with eating in moderation, and whether these factors differed between adults with a correct (aware) or incorrect (unaware) perception of their dietary behaviour.","internet research panel (flycatcher, the netherlands)","longitudinal","risk",NA,NA,NA,NA,"scale",NA,NA,NA,NA,"not serious at all – very serious",NA,NA,NA,NA,"risk perception was measured using seven questions for perceived severity, e.g. gaining weight is (not serious at all – very serious), and five questions for perceived susceptibility, e.g. ‘if i do not eat in
moderation, my body weight will rise’.",NA,NA,NA,NA,"2",NA,NA,NA,NA,"single",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"health; other: eating patterns","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211","Qin","Do actions reduce perceived risk? A longitudinal analysis of the relationship between risk perception and actions in response to forest disturbance in Colorado",2022,"this longitudinal study considers the dynamic relationships between risk perception and
risk-mitigating behavior in the context of forest disturbance in north-central colorado",NA,"longitudinal","risk","risk","risk",NA,NA,"scale","scale","scale",NA,NA,"5-point likert scale","5-point likert scale","5-point likert scale",NA,NA,"22 items. 
direct risk perception: composite measure representing level of concern regarding direct/immediate forest risks induced by the mpb
disturbance, including forest fire and falling trees. this was created using the mean response value for this
cluster of two forest risks","indirect risk perception:composite measure representing level of concern regarding indirect/broader forest risks induced by the mpb
disturbance, including decline in wildlife habitat, impact on livestock grazing, increased erosion and runoff,
invasive plant species, loss of forests as an economic resource, loss of scenic/aesthetic quality, loss of tourism
and recreation opportunities, loss of community identity tied to the forest, and impact on property values. this
was created using the mean response value for this cluster of nine forest risks","general forest risk perception: composite measure representing level of concern regarding all forest risks included in the previous two
variables. this was created using the mean response value for all 11 questions on perceived forest risks",NA,NA,"2",2,2,NA,NA,"single","single","single",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other: forests","yes","yes","yes",NA,NA,"mean difference","mean difference","mean difference",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"significant","significant","significant",NA,NA,"t1-t2,  perceived forest fire risk remained at
a rather high level, whereas the concern about falling trees
increased.","t1-t2, there was a significant increase in the
direct risk perception variable","t1-t2, the levels of indirect risk
perception and aggregate forest risk perception lowered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10 years","10 years","10 years",NA,NA,"laypeople","laypeople","laypeople",NA,NA,"participants and data from a panel study","participants and data from a panel study","participants and data from a panel study",NA,NA,"adult","adults","adults",NA,NA,"usa","usa","usa",NA,NA,1130,1130,1130,NA,NA,0.44,0.44,0.44,NA,NA,"63.3",63.3,63.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212","Russo","Criminal Victimization and Crime Risk Perception: A Multilevel Longitudinal Study",2012,"the main goal of this study was to analyse longitudinally individual and ecological factors influencing crime risk perception, focusing especially on the effect exerted by victimization experiences on the variation of crime risk perception over time.",NA,"serial-cross sectional","risk",NA,NA,NA,NA,"single item",NA,NA,NA,NA,"4-point likert scale",NA,NA,NA,NA,"‘‘think of micro-criminality. how would you define the situation regarding this problem in your area of residence?’",NA,NA,NA,NA,"4",NA,NA,NA,NA,"single",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other: crime","yes",NA,NA,NA,NA,"temporal trend",NA,NA,NA,NA,NA,NA,NA,NA,NA,"significant",NA,NA,NA,NA,NA,NA,NA,NA,NA,"t1-t4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 year",NA,NA,NA,NA,NA,NA,NA,NA,NA,"laypeople",NA,NA,NA,NA,NA,NA,NA,NA,NA,"adult",NA,NA,NA,NA,"italy",NA,NA,NA,NA,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213","Schneider","COVID-19 risk perception: a longitudinal analysis of its predictors and associations with health protective behaviours in the United Kingdom",2021,"to explore levels of risk perception, to model the stability of its psychological predictors, as well as to assess behavioural responses and their relationship with risk perception over time","https://osf.io/jnu74","serial-cross sectional","risk",NA,NA,NA,NA,"scale",NA,NA,NA,NA,"5-point and 7-point likert scale",NA,NA,NA,NA,"6 items. 
index encompassing cognitive, affective, and temporal-spatial dimensions of risk perception",NA,NA,NA,NA,"5",NA,NA,NA,NA,"single",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"covid-19",NA,NA,NA,NA,NA,NA,NA,NA,NA,"health catastrophe","yes",NA,NA,NA,NA,"temporal trend",NA,NA,NA,NA,NA,NA,NA,NA,NA,"significant",NA,NA,NA,NA,NA,NA,NA,NA,NA,"significant difference between time points in levels of risk perception",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.5 months",NA,NA,NA,NA,NA,NA,NA,NA,NA,"laypeople",NA,NA,NA,NA,NA,NA,NA,NA,NA,"adults",NA,NA,NA,NA,"united kingdom",NA,NA,NA,NA,6281,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42.13",NA,NA,NA,NA,15.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214","Suzuki","Changes in Risk Perception of the Health Effects of
Radiation and Mental Health Status: The Fukushima
Health Management Survey",2018,"the particular aims were as follows: (1) to explore the pattern of change in risk perception in the first three years after the disaster (fiscal year [fy] 2011, 2012, and 2013), and (2) to assess the magnitude of the effects of mental
health status on changes in risk perception over these three years.",NA,"longitudinal","risk",NA,NA,NA,NA,"scale",NA,NA,NA,NA,"4-point likert scale",NA,NA,NA,NA,"the outcome variable in this study was risk perception of the health effects of radiation.
we measured these risk perceptions using the following questions: (i) “what do you think is the
likelihood that you will experience harm to your health (e.g., cancer onset) in later life as a result
of your current level of radiation exposure?” (hereafter, “delayed effect”); (ii) “what do you think is the likelihood that the health of your future (i.e., as yet unborn) children and grandchildren will be affected as a result of your current level of radiation exposure?” (hereafter, “genetic effect”)",NA,NA,NA,NA,"3",NA,NA,NA,NA,"single",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fukushima nuclear power plant accident radiation, great east japan earthquake",NA,NA,NA,NA,1,NA,NA,NA,NA,"natural catastrophe; nuclear power accidents","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215","Kuper-Smith","Risk perception and optimism during the early stages of the COVID-19 pandemic",2021,"in this study, we assessed risk perception and optimism about covid-19 in a multinational (uk, usa and germany), longitudinal design during the early stages of the pandemic (16 march 2020; 1 april 2020; 20 may 2020).","https://osf.io/ukz8n","longitudinal","risk","risk","risk",NA,NA,"scale","scale","scale",NA,NA,NA,NA,NA,NA,NA,"participants were asked three main questions directly related to their risk perception about
covid-19: (i) the probability of getting infected with covid-19 (hereafter: get covid),  and
","(ii) if infected
themselves with covid-19, the probability of infecting someone else (hereafter: infect others),","(iii) if infected themselves with covid-19, the probability of developing severe symptoms that require
hospitalization (hereafter: severe symptoms)",NA,NA,"3",3,3,NA,NA,"single","single","single",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"covid-19","covid-19","covid-19",NA,NA,NA,NA,NA,NA,NA,"health catastrophe","yes","yes","yes",NA,NA,"correlation","correlation","correlation",NA,NA,"r= −0.3784","r= −0.2666","r= −0.6188",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"relative risk perceptions","relative risk perceptions","relative risk perceptions",NA,NA,"2 months","2 months","2 months",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"laypeople","laypeople","laypeople",NA,NA,NA,NA,NA,NA,NA,"adults",NA,"adults",NA,NA,"uk","uk","uk",NA,NA,432,432,432,NA,NA,NA,NA,NA,NA,NA,"33.3",33.3,33.3,NA,NA,11.3,11.3,11.3,NA,NA,18,18,18,NA,NA,81,81,81,NA,NA
