"","study_id","title","author","paper_title","publication_year","aim_of_study","data_availability","study_design","risk_1","risk_2","risk_3","risk_4","risk_5","measured_1","measured_2","measured_3","measured_4","measured_5","units_assessed_1","units_assessed_2","units_assessed_3","units_assessed_4","units_assessed_5","how_computed_1","how_computed_2","how_computed_3","how_computed_4","how_computed_5","times_measured_1","times_measured_2","times_measured_3","times_measured_4","times_measured_5","study_1","study_2","study_3","study_4","study_5","intervention_1","intervention_2","intervention_3","intervention_4","intervention_5","intervention_times_1","intervention_times_2","intervention_times_3","intervention_times_4","intervention_times_5","intervention_duration_1","intervention_duration_2","intervention_duration_3","intervention_duration_4","intervention_duration_5","intervention_interval_1","intervention_interval_2","intervention_interval_3","intervention_interval_4","intervention_interval_5","exposure_1","exposure_2","exposure_3","exposure_4","exposure_5","exposure_times_1","exposure_times_2","exposure_times_3","exposure_times_4","exposure_times_5","exposure_duration_1","exposure_duration_2","exposure_duration_3","exposure_duration_4","exposure_duration_5","exposure_interval_1","exposure_interval_2","exposure_interval_3","exposure_interval_4","exposure_interval_5","domain","temporal_analysis_1","temporal_analysis_2","temporal_analysis_3","temporal_analysis_4","temporal_analysis_5","how_analyzed_1","how_analyzed_2","how_analyzed_3","how_analyzed_4","how_analyzed_5","test-retest_result_1","test-retest_result_2","test-retest_result_3","test-retest_result_4","test-retest_result_5","temporal_trend_result_1","temporal_trend_result_2","temporal_trend_result_3","temporal_trend_result_4","temporal_trend_result_5","mean_difference_result_1","mean_difference_result_2","mean_difference_result_3","mean_difference_result_4","mean_difference_result_5","comparison_significant_1","comparison_significant_2","comparison_significant_3","comparison_significant_4","comparison_significant_5","test-retest_interval_1","test-retest_interval_2","test-retest_interval_3","test-retest_interval_4","test-retest_interval_5","temporal_trend_interval_1","temporal_trend_interval_2","temporal_trend_interval_3","temporal_trend_interval_4","temporal_trend_interval_5","mean_difference_interval_1","mean_difference_interval_2","mean_difference_interval_3","mean_difference_interval_4","mean_difference_interval_5","type_participants_1","type_participants_2","type_participants_3","type_participants_4","type_participants_5","characteristics_sample_1","characteristics_sample_2","characteristics_sample_3","characteristics_sample_4","characteristics_sample_5","age_category_1","age_category_2","age_category_3","age_category_4","age_category_5","country_1","country_2","country_3","country_4","country_5","sample_size_1","sample_size_2","sample_size_3","sample_size_4","sample_size_5","prop_female_1","prop_female_2","prop_female_3","prop_female_4","prop_female_5","mean_age_1","mean_age_2","mean_age_3","mean_age_4","mean_age_5","SD_age_1","SD_age_2","SD_age_3","SD_age_4","SD_age_5","lowest_age_1","lowest_age_2","lowest_age_3","lowest_age_4","lowest_age_5","highest_age_1","highest_age_2","highest_age_3","highest_age_4","highest_age_5"
"218","Osman 2001","Development and psychometric properties of the Student Worry Questionnaire-30","Osman","Development and psychometric properties of the Student Worry Questionnaire-30",2001,"to develop and validate a new multidimensional test useful in assessing the process of worrying as well as specific content and physical/somatic symptoms of the worry construct in college undergraduates",NA,"longitudinal","worry",NA,NA,NA,NA,"scale",NA,NA,NA,NA,"5-point Likert scale",NA,NA,NA,NA,"30 items. 
worry measured for 6 dimensions: worrisome thinking, financial-related concern, significant others' well-being, social adequacy concerns, academic concerns, general anxiety symptoms",NA,NA,NA,NA,"2",NA,NA,NA,NA,"study 2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"financial; health; Other: questionnaire vadility","yes",NA,NA,NA,NA,"test-retest",NA,NA,NA,NA,"r= 0.86",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4 weeks",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"laypeople",NA,NA,NA,NA,"undergraduates",NA,NA,NA,NA,"adults",NA,NA,NA,NA,"USA",NA,NA,NA,NA,350,NA,NA,NA,NA,0.73,NA,NA,NA,NA,"20.6",NA,NA,NA,NA,4,NA,NA,NA,NA,18,NA,NA,NA,NA,47,NA,NA,NA,NA
"219","Mielcarska 2017","Risk taking propensity in pregnancy - Longitudinal study","Mielcarska","Risk taking propensity in pregnancy",2017,"This study aimed to investigate whether risk-taking propensity changes during pregnancy",NA,"longitudinal","risk",NA,NA,NA,NA,"scale",NA,NA,NA,NA,"7-point Likert scale",NA,NA,NA,NA,"30 items. the revised Domain-Specific Risk-Taking (DOSPERT) scale; perceived risk attitudes (the willingness to engage in a risky activity as a function of its perceived riskiness) in five domains: financial decisions (e.g. “Betting a day's income on the outcome of a sporting event”), health/safety (e.g. “Driving a car without wearing a
seat belt”), recreational (e.g. “Bungee jumping off a tall bridge”), ethical
(e.g. “Passing off somebody else's work as your own”), and social decisions (e.g. “Speaking your mind about an unpopular issue in a meeting at work”).",NA,NA,NA,NA,"3",NA,NA,NA,NA,"single",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pregnancy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"financial; health; Other: financial, health/safety, recreational, ethical, social decisions/pregnancy","yes",NA,NA,NA,NA,"mean difference",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"significant",NA,NA,NA,NA,"Recreational and Health/saftey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3 months",NA,NA,NA,NA,"laypeople",NA,NA,NA,NA,"pregnant women",NA,NA,NA,NA,"adults",NA,NA,NA,NA,"Poland",NA,NA,NA,NA,81,NA,NA,NA,NA,1,NA,NA,NA,NA,"29.63",NA,NA,NA,NA,3.79,NA,NA,NA,NA,21,NA,NA,NA,NA,38,NA,NA,NA,NA
"220","Crittendon 2006","Assessing worry in older and younger adults: Psychometric properties of an abbreviated Penn State Worry Questionnaire (PSWQ-A)","Crittendon","Assessing worry in older and younger adults: Psychometric properties of an abbreviated Penn State Worry Questionnaire (PSWQ-A)",2006,"The current study was designed to examine the factor structure of the PSWQ-A in a community sample of older adults and a younger college student sampl",NA,"longitudinal","worry",NA,NA,NA,NA,"scale",NA,NA,NA,NA,"5-point likert",NA,NA,NA,NA,"8 items",NA,NA,NA,NA,"2",NA,NA,NA,NA,"single",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"health","yes",NA,NA,NA,NA,"test-retest",NA,NA,NA,NA,"r = .92
r = .95
r = .87
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2 weeks (old)
6 weeks (old)
2 weeks (young)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"laypeople",NA,NA,NA,NA,NA,NA,NA,NA,NA,"older adults and younger adults",NA,NA,NA,NA,"the United States of America",NA,NA,NA,NA,298,NA,NA,NA,NA,0.69,NA,NA,NA,NA,"41.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221","Prati 2018","Human values and beliefs and concern about climate change: a Bayesian longitudinal analysis","Prati","Human values and beliefs and concern about climate
change: a Bayesian longitudinal analysis",2017,"The aim of this study was to investigate the influence of human values on beliefs and concern about climate change using a longitudinal design and Bayesian analysis.",NA,"longitudinal","risk",NA,NA,NA,NA,"scale",NA,NA,NA,NA,"10-point Likert scale",NA,NA,NA,NA,"4 items. 
Climate change risk perception; Climate change risk perception was assessed using four items. Specifically, this measure includes holistic concern (e.g., ‘‘How concerned are you about climate change?’’) and perception of the seriousness and severity of future impacts of climate change (e.g., ‘‘How serious are the current impacts of climate change
around the world?’’).",NA,NA,NA,NA,"2",NA,NA,NA,NA,"single",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"natural catastrophe; Other: climate change","yes",NA,NA,NA,NA,"correlation",NA,NA,NA,NA,"r= 0.71",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2 months",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"laypeople",NA,NA,NA,NA,"students",NA,NA,NA,NA,"adults",NA,NA,NA,NA,"Italy",NA,NA,NA,NA,298,NA,NA,NA,NA,0.76,NA,NA,NA,NA,"26",NA,NA,NA,NA,6.57,NA,NA,NA,NA,21,NA,NA,NA,NA,62,NA,NA,NA,NA
"222","Kucukkarapinar 2021","COVID-19 Vaccine Hesitancy and Its Relationship With Illness Risk Perceptions, Affect, Worry, and Public Trust: An Online Serial Cross-Sectional Survey From Turkey","Kuçukkarapinar","COVID-19 Vaccine Hesitancy and Its Relationship With Illness Risk Perceptions, Affect, Worry, and Public Trust: An Online Serial Cross-Sectional Survey From Turkey",2021,"Our aim was to analyze the public’s attitudes toward COVID-19 vaccines and to identify factors affecting them.",NA,"serial-cross sectional","risk","worry",NA,NA,NA,"scale","scale",NA,NA,NA,"7-point likert","7-point likert",NA,NA,NA,"The 3 dimensions of risk perception were 
examined with validated items adopted from a metanalysis.9
The perceived probability of COVID-19 was determined 
using an item (What is your probability of getting infected 
with the novel coronavirus?) ranging from “extremely 
unlikely” to “extremely likely.” The perceived severity of 
COVID-19 was measured using an item (How severe would 
contracting the novel coronavirus be for you?) ranging 
from “not severe” to “very severe.” Finally, the perceived 
susceptibility of COVID-19 was determined using an item 
(How susceptible do you consider yourself to an infection 
with the novel coronavirus?) with responses ranging from 
“not at all susceptible” to “very susceptible.”","Worry related to 
COVİD-19 pandemic was measured by crisis specific 9 items 
(e.g., “At the moment, how much do you worry about 
losing someone you love ‘don’t worry at all’ to ‘worry a 
lot’”); these items were adapted from the Worry Domains 
Questionnaire.",NA,NA,NA,"3",3,NA,NA,NA,"single","single",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COVID-19","COVID-19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"health catastrophe","no","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223","Jang 2020","Social Distancing and Transmission-reducing Practices during the 2019 Coronavirus Disease and 2015 Middle East Respiratory Syndrome Coronavirus Outbreaks in Korea","Jang","Social Distancing and Transmission-reducing Practices during the 2019 Coronavirus Disease and 2015 Middle East Respiratory Syndrome Coronavirus Outbreaks in Korea.",2020,"The current study aimed to quantify and compare the 
individuals' adherence to social distancing and transmission-reducing behavioral practices during the COVID-19 and MERS-CoV outbreaks in Korea. Factors influencing these practices were also determined. We hypothesized that there would be differences in the rate of adherence to the non-pharmaceutical preventive behaviors and the factors affecting these behaviors 
between the 2020 COVID-19 and 2015 MERS-CoV outbreaks.",NA,"serial-cross sectional","risk",NA,NA,NA,NA,"scale",NA,NA,NA,NA,"2-point Likert scale",NA,NA,NA,NA,"Affective risk perception was assessed using the options “worried” or “not worried.”",NA,NA,NA,NA,"3",NA,NA,NA,NA,"single",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COVID-19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"health catastrophe; Other: social distancing and transmission-reducing practices","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224","Perlaviciute 2017","Perceived risks, emotions, and policy preferences: A longitudinal survey among the local population on gas quakes in the Netherlands","Perlaviciute","Perceived risks, emotions, and policy preferences: A longitudinal survey among the local population on gas quakes in the Netherlands",2017,"To illustrate, we studied risks associated with earthquakes caused by gas production in the province of Groningen, the Netherlands.",NA,"longitudinal","risk",NA,NA,NA,NA,"scale",NA,NA,NA,NA,"7-point Likert scale",NA,NA,NA,NA,"13 items. 
Respondents reported to what extent they think it is likely (on a 7-point scale ranging from 1 very unlikely to 7 very likely) that the earthquakes pose various risks for respondents themselves, for inhabitants of the province of Groningen, and several other risks",NA,NA,NA,NA,"3",NA,NA,NA,NA,"single",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"earthquakes",NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"natural catastrophe; Other: earthquakes","yes",NA,NA,NA,NA,"temporal trend",NA,NA,NA,NA,NA,NA,NA,NA,NA,"significant",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Significant increases in risk perceptions over time were found, despite the implementation of the mitigation measures.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"6.5 months",NA,NA,NA,NA,NA,NA,NA,NA,NA,"laypeople",NA,NA,NA,NA,NA,NA,NA,NA,NA,"adults",NA,NA,NA,NA,"The Netherlands",NA,NA,NA,NA,1232,NA,NA,NA,NA,0.43,NA,NA,NA,NA,"54.81",NA,NA,NA,NA,13.71,NA,NA,NA,NA,20,NA,NA,NA,NA,84,NA,NA,NA,NA
"225","Romm 2022","The reciprocal relationships of social norms and risk perceptions to cigarette, e-cigarette, and cannabis use: Cross-lagged panel analyses among US young adults in a longitudinal study","Romm","The reciprocal relationships of social norms and risk perceptions to cigarette, e-cigarette, and cannabis use: Cross-lagged panel analyses among US young adults in a longitudinal study",2022,"this study examined reciprocal associations between theory-driven factors, including young adults’ perceived norms (i.e., peer use, social accept­ability), perceived risks (i.e., harm, addictiveness), and use intentions, and past-month cigarette, e-cigarette, and cannabis use.",NA,"longitudinal","risk",NA,NA,NA,NA,"scale",NA,NA,NA,NA,"7-point Likert scale",NA,NA,NA,NA,"2 items.
(1) “How harmful to your health is the use of: cigarettes? e-cigarettes? cannabis?” and (2) “How addictive is the use of: cigarettes? e-cigarettes? cannabis?”",NA,NA,NA,NA,"3",NA,NA,NA,NA,"single",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cigarettes ; drugs; Other: social","yes",NA,NA,NA,NA,"temporal trend",NA,NA,NA,NA,NA,NA,NA,NA,NA,"significant",NA,NA,NA,NA,NA,NA,NA,NA,NA,"young adults show increased risk perceptions over time.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 year",NA,NA,NA,NA,NA,NA,NA,NA,NA,"laypeople",NA,NA,NA,NA,NA,NA,NA,NA,NA,"young adults",NA,NA,NA,NA,NA,NA,NA,NA,NA,3006,NA,NA,NA,NA,0.54,NA,NA,NA,NA,"24.56",NA,NA,NA,NA,4.72,NA,NA,NA,NA,18,NA,NA,NA,NA,34,NA,NA,NA,NA
"226","Renner 2008","Preventive health behavior and adaptive accuracy of risk perceptions","Renner","Preventive Health Behavior and Adaptive Accuracy of Risk Perceptions",2008,"This study examined the relation between health behavior and risk perceptions in the context of an acute livestock epidemic.",NA,"longitudinal","risk",NA,NA,NA,NA,"scale",NA,NA,NA,NA,"7-point Likert scale",NA,NA,NA,NA,"2 items: “Com-
pared to other persons of my age and gender, my
risk of contracting (a) Creutzfeldt-Jakob disease (new Variant)..., (b) another animal-related disease ... ”.",NA,NA,NA,NA,"2",NA,NA,NA,NA,"single",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"health; Other: food","yes",NA,NA,NA,NA,"correlation",NA,NA,NA,NA,"0.64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4 months",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"laypeople",NA,NA,NA,NA,NA,NA,NA,NA,NA,"adults",NA,NA,NA,NA,"Germany",NA,NA,NA,NA,147,NA,NA,NA,NA,0.55,NA,NA,NA,NA,"31.16",NA,NA,NA,NA,9.77,NA,NA,NA,NA,16,NA,NA,NA,NA,64,NA,NA,NA,NA
"227",NA,"The relationship between adolescent risk perception and emotions during the COVID-19: a short-term longitudinal study","Xin","The relationship between adolescent risk perception and emotions during the COVID‑19: a short‑term longitudinal study",2022,"This study explores the relationship between adolescents’ perceptions of epidemic risk and their emotions through three follow-up surveys during the early stages of the COVID-19 pandemic on February 11th (T1), 18th (T2), and 25th (T3), 2020.","data available upon request","longitudinal","risk",NA,NA,NA,NA,"scale",NA,NA,NA,NA,"6-point Likert scale",NA,NA,NA,NA,"6 items.
perceived risk of COVID-19 epidemic",NA,NA,NA,NA,"3",NA,NA,NA,NA,"single",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"covid-19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"health catastrophe","yes",NA,NA,NA,NA,"correlation",NA,NA,NA,NA,".57
.46
.58",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7 days",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"laypeople",NA,NA,NA,NA,"students",NA,NA,NA,NA,"adults",NA,NA,NA,NA,"China",NA,NA,NA,NA,304,NA,NA,NA,NA,0.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228","Grevenstein 2015","Development of Risk Perception and Substance Use of Tobacco, Alcohol and Cannabis Among Adolescents and Emerging Adults: Evidence of Directional Influences","Grevenstein","Development of Risk Perception and Substance Use of Tobacco, Alcohol and Cannabis Among Adolescents and Emerging Adults: Evidence of Directional Influences",2015,"The present study aimed to explore two different hypotheses separately for tobacco, alcohol and cannabis: influences from risk perception on behavior (motivational hypothesis) and influences from behavior on risk perception (risk reappraisal hypothesis)",NA,"serial-cross sectional","risk",NA,NA,NA,NA,"single item",NA,NA,NA,NA,"6-point Likert scale",NA,NA,NA,NA,"“how dangerous do you think is the consumption of this substance for people in general?”",NA,NA,NA,NA,"5",NA,NA,NA,NA,"single",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cigarettes ; drugs; Other: Substance Use of Tobacco, Alcohol and Cannabis","yes",NA,NA,NA,NA,"temporal trend",NA,NA,NA,NA,NA,NA,NA,NA,NA,"significant",NA,NA,NA,NA,NA,NA,NA,NA,NA,"risk perception increased significantly from T0 to T4 for tobacco and for alcohol. cannabis risk perception had a decreasing trend over the course of ten years.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2 years",NA,NA,NA,NA,NA,NA,NA,NA,NA,"laypeople",NA,NA,NA,NA,"students",NA,NA,NA,NA,"adolescents",NA,NA,NA,NA,"Germany",NA,NA,NA,NA,318,NA,NA,NA,NA,0.51,NA,NA,NA,NA,"14",NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,24,NA,NA,NA,NA
"229","Korn 2021","Age Differences in COVID-19 Preventive Behavior A Psychological Perspective","Korn","Age Differences in COVID-19 Preventive Behavior",2021,"this study assessed whether age differences are moderated by policy changes and whether policies further moderate the relationship between psychological determinants of behavior (risk perceptions and trust), age, and preventive behaviors",NA,"serial-cross sectional","risk",NA,NA,NA,NA,"scale",NA,NA,NA,NA,"7-point Likert scale",NA,NA,NA,NA,"Susceptibility to and severity of SARS-CoV-2 infection covered the cognitive component of risk.  To cover the affective component of risk, participants evaluated the
level of fear and worry elicited by COVID-19",NA,NA,NA,NA,"20",NA,NA,NA,NA,"single",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COVID-19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"health catastrophe; Other: COVID-19","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230","Jang 2020","Influence of trust on two different risk perceptions as an affective and cognitive dimension during Middle East respiratory syndrome coronavirus (MERS-CoV) outbreak in South Korea: serial cross-sectional surveys","Jang","Influence of trust on two different risk perceptions as an affective and cognitive dimension during Middle East respiratory syndrome coronavirus (MERS-CoV) outbreak in South Korea: serial cross-sectional surveys",2020,"This study aimed to assess the affective and cognitive risk perceptions in the general population of Middle East respiratory syndrome (MERS) during the 2015 
MERS coronavirus (MERS-CoV) outbreak in South Korea and the influencing factors.",NA,"serial-cross sectional","risk",NA,NA,NA,NA,"scale",NA,NA,NA,NA,"4-point and 2-point Likert scale",NA,NA,NA,NA,"affective and cognitive risk. Affective risk perception was assessed using the question  ‘How much worried are you that you could get MERS?’ Responses were assessed on a 4-point scale, with 4 points 
indicating ‘very much worried’ and 1 point indicating ‘not worried at all’ (reclassified as 1–2 points=‘not worried’; 
3–4 points=‘worried’). Affective risk perception proportion was defined as the number of participants who were 
‘worried’ by the number of eligible respondents. Cognitive risk perception was evaluated using the question ‘Do you think MERS epidemic will settle down in the next few days or spread further?’ and required the following responses: ‘will settle down’, ‘will spread further’. Cognitive risk perception proportion was defined as the number of participants whose response was ‘will spread further’ by the number of eligible respondents.",NA,NA,NA,NA,"4",NA,NA,NA,NA,"single",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"covid-19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"health catastrophe; Other: trust","yes",NA,NA,NA,NA,"time trend",NA,NA,NA,NA,"significant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affective risk perception 
proportions were always higher than cognitive dimension during the present study periods. Of the affective risk perception, proportion was initially high during survey 1 (55.0%), rose during survey 2 (62.8%) and declined again during surveys 3 and 4 (52.2% and 44.9%, respectively). A similar trend was observed in the cognitive risk perception proportions. The percentages of respondents  who reported as being ‘worried’ or ‘spread further’ decreased gradually after survey 2. Cognitive risk perception proportions decreased more rapidly than affective aspect, over time, from 52.6% and 62.8% in survey 2 to 9.0% and 44.9% in survey 4, respectively.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"7 days",NA,NA,NA,NA,NA,NA,NA,NA,NA,"laypeople",NA,NA,NA,NA,NA,NA,NA,NA,NA,"adults",NA,NA,NA,NA,"South Korea",NA,NA,NA,NA,4010,NA,NA,NA,NA,0.505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231","Betsch 2021","The four weeks before lockdown during the COVID-19 pandemic in Germany: a weekly serial cross-sectional survey on risk perceptions, knowledge, public trust and behaviour, 3 to 25 March 2020","Betsch","The four weeks before lockdown during the COVID-19 
pandemic in Germany: a weekly serial cross-sectional 
survey on risk perceptions, knowledge, public trust and 
behaviour, 3 to 25 March 2020",2021,"To identify major drivers of acceptance of protective behaviours during the 4-week transition from virtually no COVID-19 cases to the nationwide lockdown in Germany (3–25 March 2020).","ISO 26362:2009-compliant online panel","serial-cross sectional","risk",NA,NA,NA,NA,"scale",NA,NA,NA,NA,"7-point likert",NA,NA,NA,NA,"cognitive risk percep-
tion, e.g. susceptibility to SARS-CoV-2 infection (rat-
ings on Likert-type scales ranging from 1 to 7 [52]); 
(v) affective risk perception, e.g. feeling fear, worry or 
thinking about the coronavirus all the time",NA,NA,NA,NA,"4",NA,NA,NA,NA,"single",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"covid-19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"health catastrophe","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
